,Price,URL
29,"€41,99",https://www.oneill.com/eu/en/tech-zip-thru-sweatshirt/0A1490-6096-104.html
30,"€41,99",https://www.oneill.com/eu/en/hoodie/0A1488-6920-104.html
31,NaN,NaN
32,"€12,59",https://www.oneill.com/eu/en/horizon-pocket-t-shirt/0A2476-1030-140.html
33,"€12,59",https://www.oneill.com/eu/en/horizon-pocket-t-shirt/0A2476-8001-140.html
34,"€16,09",https://www.oneill.com/eu/en/mateo-striped-t-shirt/0A2482-5930-116.html
35,"€16,09",https://www.oneill.com/eu/en/mateo-striped-t-shirt/0A2482-5950-128.html
36,NaN,https://www.oneill.com/eu/en/boxy-t-shirt/boxy-t-shirt.html
37,NaN,https://www.oneill.com/eu/en/boxy-t-shirt/boxy-t-shirt.html
38,NaN,https://www.oneill.com/eu/en/boxy-t-shirt/boxy-t-shirt.html
39,NaN,https://www.oneill.com/eu/en/back-print-s/slv-t-shirt/back-print-t-shirt.html
40,NaN,https://www.oneill.com/eu/en/jacks-base-s/slv-t-shirt/jacks-base-t-shirt.html
41,"€32,19",https://www.oneill.com/eu/en/double-up-shorts/0A3274-5900-128.html
42,"€39,99",https://www.oneill.com/eu/en/stacked-shorts/0A3276-6920-104.html
43,"€25,19",https://www.oneill.com/eu/en/horizon-shorts/0A3280-5900-128.html
44,NaN,https://www.oneill.com/eu/en/cali-shorts/cali-swim-shorts.html
45,NaN,https://www.oneill.com/eu/en/vert-shorts/vert-swim-shorts.html
46,"€34,99",https://www.oneill.com/eu/en/hyperfreak-heist-line/0A3172-8900-104.html
47,"€49,99",https://www.oneill.com/eu/en/jack-fz-fleece/8P0274-5112-128.html
48,"€49,99",https://www.oneill.com/eu/en/jack-fz-fleece/8P0274-6058-128.html
49,NaN,NaN
50,NaN,NaN
51,NaN,https://www.oneill.com/eu/en/crew-fleece/crew-ski-fleece.html
52,NaN,NaN
53,NaN,https://www.oneill.com/eu/en/1/4-zip-fleece/1-4-zip-ski-fleece.html
54,NaN,https://www.oneill.com/eu/en/statement-jacket/8P0084-5056-152.html
55,"€99,99",https://www.oneill.com/eu/en/statement-jacket/8P0084-5112-128.html
56,NaN,NaN
57,NaN,NaN
58,NaN,NaN
59,NaN,NaN
60,NaN,https://www.oneill.com/eu/en/igneous-jacket/children-wear.html
61,NaN,https://www.oneill.com/eu/en/aplite-jacket/aplite-ski-jacket.html
62,NaN,https://www.oneill.com/eu/en/aplite-jacket/aplite-ski-jacket.html
63,NaN,https://www.oneill.com/eu/en/halite-jacket/halite-ski-jacket.html
64,NaN,https://www.oneill.com/eu/en/halite-jacket/halite-ski-jacket.html
65,NaN,https://www.oneill.com/eu/en/halite-jacket/halite-ski-jacket.html
66,NaN,https://www.oneill.com/eu/en/halite-jacket/halite-ski-jacket.html
67,"€69,99",https://www.oneill.com/eu/en/magnatite-jacket/9P0082-5075-152.html
68,"€119,99",https://www.oneill.com/eu/en/bib-pants/8P3070-5056-140.html
69,"€89,99",https://www.oneill.com/eu/en/anvil-pants/8P3072-2521-128.html
70,"€89,99",https://www.oneill.com/eu/en/anvil-pants/8P3072-5112-128.html
71,NaN,NaN
72,NaN,https://www.oneill.com/eu/en/anvil-pants/ONeill-Anvil-Trousers-8P3072-6025....html
73,NaN,NaN
74,NaN,NaN
75,NaN,NaN
76,NaN,https://www.oneill.com/eu/en/bib-pants/bib-ski-pants.html
77,NaN,NaN
78,NaN,https://www.oneill.com/eu/en/anvil-pants/anvil-ski-pants.html
79,NaN,https://www.oneill.com/eu/en/anvil-pants/anvil-ski-pants.html
80,NaN,https://www.oneill.com/eu/en/anvil-pants/anvil-ski-pants.html
81,NaN,https://www.oneill.com/eu/en/anvil-pants/anvil-ski-pants.html
82,NaN,https://www.oneill.com/eu/en/wool-scarf-girls/wool-scarf.html
83,NaN,https://www.oneill.com/eu/en/beach-bag-straw/beach-staw-bag.html
84,NaN,https://www.oneill.com/eu/en/pop-melange-beanie/womens-accessories.html
85,NaN,https://www.oneill.com/eu/en/soft-knit-beanie/soft-knit-beanie.html
86,NaN,https://www.oneill.com/eu/en/fedora-hat/fedora-hat.html
87,NaN,https://www.oneill.com/eu/en/ditsy-sandals/ditsy-sandals.html
88,NaN,https://www.oneill.com/eu/en/woven-strap-sandals/woven-sandals.html
89,NaN,https://www.oneill.com/eu/en/woven-strap-sandals/woven-sandals.html
90,"€48,99",https://www.oneill.com/eu/en/sweat-dress/0A8986-4920-104.html
91,"€48,99",https://www.oneill.com/eu/en/sweat-dress/0A8986-5204-116.html
92,"€20,99",https://www.oneill.com/eu/en/lola-tunique-dress/0A8971-4900-140.html
93,NaN,https://www.oneill.com/eu/en/summer-playsuit/summer-playsuit.html
94,NaN,https://www.oneill.com/eu/en/summer-playsuit/summer-playsuit.html
95,NaN,https://www.oneill.com/eu/en/hazel-fleece/hazel-fleece.html
96,NaN,https://www.oneill.com/eu/en/hazel-fleece/hazel-fleece.html
97,"€69,99",https://www.oneill.com/eu/en/cb-transit-touring/9P6070-3000-104.html
98,"€69,99",https://www.oneill.com/eu/en/cb-transit-touring/9P6070-3021-128.html
99,"€20,99",https://www.oneill.com/eu/en/legging/0A7782-3124-128.html
100,"€20,99",https://www.oneill.com/eu/en/legging/0A7782-4920-104.html
101,"€34,99",https://www.oneill.com/eu/en/yfke-denim-jegging/0A7790-1250-104.html
102,"€41,99",https://www.oneill.com/eu/en/wide-leg-pants/0A7786-1250-128.html
103,"€27,99",https://www.oneill.com/eu/en/summer-jogger-pants/0A7774-5204-104.html
104,"€27,99",https://www.oneill.com/eu/en/summer-jogger-pants/0A7774-8001-128.html
105,NaN,https://www.oneill.com/eu/en/milla-sweat-pants/milla-sweatpants.html
106,"€27,99",https://www.oneill.com/eu/en/cali-palm-shorts/0A7576-1030-104.html
107,"€27,99",https://www.oneill.com/eu/en/cali-palm-shorts/0A7576-3121-104.html
108,"€27,99",https://www.oneill.com/eu/en/cali-palm-shorts/0A7576-5204-116.html
109,"€29,99",https://www.oneill.com/eu/en/summer-shorts/0A7580-1940-104.html
110,"€29,99",https://www.oneill.com/eu/en/summer-shorts/0A7580-4960-104.html
111,"€27,99",https://www.oneill.com/eu/en/ruffle-skirt/0A7870-4920-128.html
112,"€27,99",https://www.oneill.com/eu/en/ruffle-skirt/0A7870-5204-116.html
113,NaN,https://www.oneill.com/eu/en/anisa-superfleece/anisa-superfleece.html
114,"€48,99",https://www.oneill.com/eu/en/sherpa-hz-hoodie---camo/9P6174-6900-116.html
115,"€27,99",https://www.oneill.com/eu/en/mia-crew-sweatshirt/0A6474-6082-128.html
116,"€27,99",https://www.oneill.com/eu/en/mia-crew-sweatshirt/0A6474-8101-128.html
117,NaN,https://www.oneill.com/eu/en/mountan-chase-sweatshirt/mikina-oneill-m....html
118,NaN,https://www.oneill.com/eu/en/ilana-crew/ilana-sweatshirt.html
119,NaN,https://www.oneill.com/eu/en/surf-tanktop/surf-tanktop.html
120,NaN,https://www.oneill.com/eu/en/surf-tanktop/surf-tanktop.html
121,NaN,https://www.oneill.com/eu/en/surf-gear-tanktop/surf-gear-tanktop.html
122,NaN,https://www.oneill.com/eu/en/surf-gear-tanktop/surf-gear-tanktop.html
123,NaN,https://www.oneill.com/eu/en/robyn-tanktop/robyn-tanktop.html
124,NaN,https://www.oneill.com/eu/en/summer-tanktop/summer-tanktop.html
125,NaN,https://www.oneill.com/eu/en/summer-tanktop/summer-tanktop.html
126,NaN,https://www.oneill.com/eu/en/mountain-gaze-l/slv-t-shirt/8P7170-3350-116.html
127,NaN,https://www.oneill.com/eu/en/palm-t-shirt/palm-t-shirt.html
128,NaN,NaN
