,Price,Name,Image_URL,Product_URL,Brand
0,"€ 39,95",RELAPSE SONAR GLAS,https://images.blue-tomato.com/is/image/bluetomato/303508020_front.jpg-S1sQlhzUZEASrKBy2bXUptN_Dbk/Relapse+Sonar+Glas.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Anon-Relapse+Sonar+Glas-521576/,ANON
1,"€ 39,95",S/MAX GLAS,https://images.blue-tomato.com/is/image/bluetomato/304076479_front.jpg-8RiI3wQQz6fY-jsKIkSeoN668to/S+Max+Glas.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Salomon-S+Max+Glas-589605/,SALOMON
2,"€ 169,95",86 2020 SNOWBOARDBOOTS,https://images.blue-tomato.com/is/image/bluetomato/304042719_front.jpg-yVMEQL8XocAhimAY8orBPxN1u4I/86+2020+Snowboardboots.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/ThirtyTwo-86+2020+Snowboardboots-583056/,THIRTYTWO
3,"€ 219,95",CLUB BOA HYBRID 2020 SNOWBOARDBOOTS,https://images.blue-tomato.com/is/image/bluetomato/304002404_front.jpg-pkVubiSVNWvrLviztnsVC_oqeik/Club+Boa+Hybrid+2020+Snowboardboots.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Nitro-Club+Boa+Hybrid+2020+Snowboardboots-576277/,NITRO
4,"€ 239,95",HOLOGRAM 2020 SNOWBOARDBINDUNG,https://images.blue-tomato.com/is/image/bluetomato/304076122_front.jpg-dHg1Dm7532PRJhhV4UEqnPXIKgY/Hologram+2020+Snowboardbindung.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Salomon-Hologram+2020+Snowboardbindung-589452/,SALOMON
5,"€ 39,95",D3 OTG BASE REPLACEMENT GLAS,https://images.blue-tomato.com/is/image/bluetomato/303641159_front.jpg-Ljsi7yWODSVRAiPcahjy-yhy8TI/D3+OTG+Base+Replacement+Glas.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Dragon-D3+OTG+Base+Replacement+Glas-537820/,DRAGON
6,"€ 99,95",FLEXCELL LIGHT VEST RÜCKENPROTEKTOR,https://images.blue-tomato.com/is/image/bluetomato/304076671_front.jpg-ASUFYDf92QY22JkagbRVnuE-C9Q/Flexcell+Light+Vest+Rueckenprotektor.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Salomon-Flexcell+Light+Vest+Rueckenprotektor-589675/,SALOMON
7,"€ 119,95",MOD1 HELM,https://images.blue-tomato.com/is/image/bluetomato/304029320_front.jpg-j2Wgpm5SI2IyynCJ1J_4QiuT0tU/Mod1+Helm.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Oakley-Mod1+Helm-580327/?colid=poseidon,OAKLEY
8,"€ 319,95",MAYSIS HEAT 2020 SNOWBOARDBOOTS,https://images.blue-tomato.com/is/image/bluetomato/304024862_front.jpg-EQyMSQ8PPhJeio7x2h8ZnthsC44/Maysis+Heat+2020+Snowboardboots.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/K2-Maysis+Heat+2020+Snowboardboots-579685/,K2
9,"€ 129,95",MINT BOA 2020 SNOWBOARDBOOTS,https://images.blue-tomato.com/is/image/bluetomato/303517252_front.jpg-O14EQ1nA3jyEQ-Ppa87cCkSHVbM/Mint+BOA+2020+Snowboardboots.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Burton-Mint+BOA+2020+Snowboardboots-522750/,BURTON
