,Price,Name,Image_URL,Product_URL,Brand
0,"€ 159,95",MUSE 147 2020 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304047543_front.jpg-ayXkatuLe1hl0WNJYvs3wRE-1qk/Muse+147+2020+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Alibi+Snowboards-Muse+147+2020+Snowboard-583838/,ALIBI SNOWBOARDS
1,"€ 699,95",SUPRATEAM 159 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304320649_front.jpg-ZMs328ePpj0cjdvhjyDSU1TNHaY/Suprateam+159+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Nitro-Suprateam+159+2021+Snowboard-620595/,NITRO
2,"€ 599,95",VEDA 154 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367872_front.jpg-AKaeEvdwsoSv-bILdPi5z6cpC9o/Veda+154+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Veda+154+2021+Snowboard-627128/,ARBOR
3,"€ 599,95",VEDA 150 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367871_front.jpg-AKaeEvdwsoSv-bILdPi5z6cpC9o/Veda+150+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Veda+150+2021+Snowboard-627127/,ARBOR
4,"€ 599,95",SHILOH CAMBER 160MW 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367827_front.jpg-VdCZ0vNWeLP7y_s6ozqAwGWj_sM/Shiloh+Camber+160MW+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Shiloh+Camber+160MW+2021+Snowboard-627087/,ARBOR
5,"€ 599,95",SHILOH CAMBER 159 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367826_front.jpg-VdCZ0vNWeLP7y_s6ozqAwGWj_sM/Shiloh+Camber+159+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Shiloh+Camber+159+2021+Snowboard-627086/,ARBOR
6,"€ 599,95",CASK 150 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367823_front.jpg-FYx2SI608W63berHiWqW0QUeDeE/Cask+150+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Cask+150+2021+Snowboard-627083/,ARBOR
7,"€ 599,95",CROSSCUT ROCKER 164MW 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367804_front.jpg-f1udOwPjMOzd8x9NN_onDqLiOuw/Crosscut+Rocker+164MW+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Crosscut+Rocker+164MW+2021+Snowboard-627064/,ARBOR
8,"€ 599,95",CROSSCUT CAMBER 170W 2021 SNOWBOARD,https://images.blue-tomato.com/is/image/bluetomato/304367801_front.jpg-1sOIoKr_ztWDgkgS5b8VYrhN_a0/Crosscut+Camber+170W+2021+Snowboard.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Arbor-Crosscut+Camber+170W+2021+Snowboard-627061/,ARBOR
9,"€ 139,95",QUEST HELM,https://images.blue-tomato.com/is/image/bluetomato/304378408_front.jpg-rMaVgP_XW15gyfE-u4LOryiQ5Mg/Quest+Helm.jpg?$b8$,https://www.blue-tomato.com/de-AT/product/Salomon-Quest+Helm-630687/,SALOMON
